172.20.0.1 - - [31/May/2026:12:06:21 +0000] "\x16\x03\x01\x06\x1C\x01\x00\x06\x18\x03\x03\x1E\xE1\x1C\xC7\xCB\xED\x19\xF6\xDD\xBCB\xECx\x1FX\xB2\xF6\x00\x96\x1E<\xCF\xC1W\xFA>$\x84\xD73E[ M}\x85*\xFD.\xE9\xA7\x00'\xB7\xBCHb\x94\xD8\xFC'\xA2\xC1\xA5\xC7\xE6\xC5\x9A\xFF\x96\x98\xE0\xBCm\xCD\x00<\x13\x02\x13\x03\x13\x01\xC0,\xC00\x00\x9F\xCC\xA9\xCC\xA8\xCC\xAA\xC0+\xC0/\x00\x9E\xC0$\xC0(\x00k\xC0#\xC0'\x00g\xC0" 400 157 "-" "-"
172.20.0.4 - - [31/May/2026:12:20:42 +0000] "GET /_next/static/chunks/10wwb27oas9fn.css HTTP/1.1" 200 22702 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:43 +0000] "GET /register?_rsc=5CB68i4pnAekjehf HTTP/1.1" 200 228 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:43 +0000] "GET /login?_rsc=5CB68i4pnAekjehf HTTP/1.1" 200 227 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:43 +0000] "GET /register?_rsc=fGJn87jYv0bW619I HTTP/1.1" 200 788 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:43 +0000] "GET /register?_rsc=yIp22O3xgPPxC28X HTTP/1.1" 200 981 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:43 +0000] "GET /register?_rsc=bGGR2Yrv0BbdJE4l HTTP/1.1" 200 302 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /register?_rsc=7h4NYy5eoyMcNlUN HTTP/1.1" 200 771 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /login?_rsc=7h4NYy5eoyMcNlUN HTTP/1.1" 200 771 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /login?_rsc=nC3siu_m_4Fu2Aui HTTP/1.1" 200 302 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /register?_rsc=u_bty1QrfRAXweeL HTTP/1.1" 200 498 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /login?_rsc=w7y6nB6E5Nueb3gD HTTP/1.1" 200 499 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /_next/static/chunks/0tqnwakdnbkzs.js HTTP/1.1" 200 24707 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:44 +0000] "GET /_next/static/chunks/0y05rh6f5e-ht.js HTTP/1.1" 200 1711 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:48 +0000] "GET /_next/static/chunks/0p2z5f20txtg0.js HTTP/1.1" 200 1610 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /terms?_rsc=5CB68i4pnAekjehf HTTP/1.1" 200 216 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /about?_rsc=5CB68i4pnAekjehf HTTP/1.1" 200 215 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /privacy?_rsc=5CB68i4pnAekjehf HTTP/1.1" 200 218 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /terms?_rsc=u9R9pMrlguO-Ruom HTTP/1.1" 200 843 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /terms?_rsc=7h4NYy5eoyMcNlUN HTTP/1.1" 200 771 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /terms?_rsc=TPKn2my81RIqaXqX HTTP/1.1" 200 302 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /privacy?_rsc=7h4NYy5eoyMcNlUN HTTP/1.1" 200 771 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /privacy?_rsc=3XDUVntrE9f2g4uy HTTP/1.1" 200 302 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:53 +0000] "GET /privacy?_rsc=HrEtqPkwiCQvqKeY HTTP/1.1" 200 907 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:54 +0000] "GET /about?_rsc=7h4NYy5eoyMcNlUN HTTP/1.1" 200 771 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:54 +0000] "GET /about?_rsc=n4tDNspjD4yS_Xnd HTTP/1.1" 200 302 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:20:54 +0000] "GET /about?_rsc=hzcUC6YqarYE9pKE HTTP/1.1" 200 834 "https://stratum.uex.hk/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:54 +0000] "POST /api/auth/register HTTP/1.1" 200 113 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:55 +0000] "POST /api/auth/login HTTP/1.1" 200 432 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:55 +0000] "GET /search?_rsc=HMnfDFMmR03gURpX HTTP/1.1" 200 2084 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:55 +0000] "GET /_next/static/chunks/0xsl5y867~p9a.js HTTP/1.1" 200 773 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:55 +0000] "GET /_next/static/chunks/0-githysyu0ap.js HTTP/1.1" 200 5274 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:56 +0000] "GET /_next/static/chunks/0n0zc7i9q~81o.js HTTP/1.1" 200 525861 "https://stratum.uex.hk/register" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:56 +0000] "GET /api/auth/me HTTP/1.1" 200 152 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:58 +0000] "GET /ai?_rsc=6grVij_EUBxTWnLP HTTP/1.1" 200 224 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:58 +0000] "GET /admin?_rsc=6grVij_EUBxTWnLP HTTP/1.1" 200 226 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:58 +0000] "GET /jobs?_rsc=6grVij_EUBxTWnLP HTTP/1.1" 200 226 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:58 +0000] "GET /settings?_rsc=6grVij_EUBxTWnLP HTTP/1.1" 200 228 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:58 +0000] "GET /documents?_rsc=6grVij_EUBxTWnLP HTTP/1.1" 200 229 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /jobs?_rsc=xt-sIQUV387dExab HTTP/1.1" 200 771 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /settings?_rsc=xt-sIQUV387dExab HTTP/1.1" 200 771 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /settings?_rsc=CAKY1SxnnskN6YyT HTTP/1.1" 200 926 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /settings?_rsc=ckUScPBPoGFOvTuv HTTP/1.1" 200 302 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /settings?_rsc=FqdDtMw-qrF59WcR HTTP/1.1" 200 488 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /admin?_rsc=xt-sIQUV387dExab HTTP/1.1" 200 771 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:21:59 +0000] "GET /admin?_rsc=Qf-CLaGVQBKE96Yb HTTP/1.1" 200 302 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /jobs?_rsc=6YWBkSf1Wuread7X HTTP/1.1" 200 511 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /admin?_rsc=VsKKK15doMT0DqH3 HTTP/1.1" 200 488 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /_next/static/chunks/0976bajq-apn~.js HTTP/1.1" 200 4666 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /jobs?_rsc=ItW-nGARPKNAgi-U HTTP/1.1" 200 302 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /ai?_rsc=xt-sIQUV387dExab HTTP/1.1" 200 771 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /ai?_rsc=tEuyIVLUa9HhSFkw HTTP/1.1" 200 302 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /_next/static/chunks/0tp.fizf4_r0-.js HTTP/1.1" 200 4938 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /ai?_rsc=WuFiLMxDbOjgogYq HTTP/1.1" 200 509 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /_next/static/chunks/0_zz7i1hu6tou.js HTTP/1.1" 200 4267 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /documents?_rsc=xt-sIQUV387dExab HTTP/1.1" 200 771 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /_next/static/chunks/0e~4ge7tgd4vm.js HTTP/1.1" 200 4530 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:00 +0000] "GET /documents?_rsc=HNOEK7RHH_ID4qpI HTTP/1.1" 200 511 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
172.20.0.4 - - [31/May/2026:12:22:01 +0000] "GET /documents?_rsc=vybi0Ih6bsx8_5Vb HTTP/1.1" 200 302 "https://stratum.uex.hk/search" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
